53	Rejuvenation Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
54	Rejuvenation Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
57	Magic Bolt	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
58	Acid Stream I	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
59	Acid Stream II	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
60	Acid Stream III	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
61	Acid Stream IV	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
62	Acid Stream V	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
63	Acid Stream VI	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
64	Shock Wave I	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
65	Shock Wave II	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
66	Shock Wave III	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
67	Shock Wave IV	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
68	Shock Wave V	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
69	Shock Wave VI	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
70	Frost Bolt II	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
71	Frost Bolt III	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72	Frost Bolt IV	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
73	Frost Bolt V	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
74	Frost Bolt VI	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
75	Lightning Bolt I	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
76	Lightning Bolt II	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
77	Lightning Bolt III	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78	Lightning Bolt IV	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
79	Lightning Bolt V	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
80	Lightning Bolt VI	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
81	Flame Bolt II	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
82	Flame Bolt III	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
83	Flame Bolt IV	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
84	Flame Bolt V	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
85	Flame Bolt VI	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
86	Force Bolt I	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
87	Force Bolt II	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
88	Force Bolt III	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
89	Force Bolt IV	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
90	Force Bolt V	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
91	Force Bolt VI	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
92	Whirling Blade I	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
93	Whirling Blade II	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
94	Whirling Blade III	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
95	Whirling Blade IV	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
96	Whirling Blade V	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
97	Whirling Blade VI	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
99	Acid Blast III	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
100	Acid Blast IV	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
101	Acid Blast V	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
102	Acid Blast VI	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
103	Shock Blast III	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
104	Shock Blast IV	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
105	Shock Blast V	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
106	Shock Blast VI	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
107	Frost Blast III	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
108	Frost Blast IV	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
109	Frost Blast V	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
110	Frost Blast VI	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
111	Lightning Blast III	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
112	Lightning Blast IV	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
113	Lightning Blast V	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
114	Lightning Blast VI	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
115	Flame Blast III	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
116	Flame Blast IV	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
117	Flame Blast V	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
118	Flame Blast VI	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
119	Force Blast III	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
120	Force Blast IV	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
121	Force Blast V	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
122	Force Blast VI	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
123	Blade Blast III	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
124	Blade Blast IV	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
125	Blade Blast V	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
126	Blade Blast VI	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
127	Acid Volley III	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
128	Acid Volley IV	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
129	Acid Volley V	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
130	Acid Volley VI	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
131	Bludgeoning Volley III	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
132	Bludgeoning Volley IV	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
133	Bludgeoning Volley V	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
134	Bludgeoning Volley VI	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
135	Frost Volley III	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
136	Frost Volley IV	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
137	Frost Volley V	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
138	Frost Volley VI	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
139	Lightning Volley III	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
140	Lightning Volley IV	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
141	Lightning Volley V	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
142	Lightning Volley VI	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL
143	Flame Volley III	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
144	Flame Volley IV	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
145	Flame Volley V	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
146	Flame Volley VI	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
147	Force Volley III	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
148	Force Volley IV	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
149	Force Volley V	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
150	Force Volley VI	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL
151	Blade Volley III	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
152	Blade Volley IV	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
153	Blade Volley V	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
154	Blade Volley VI	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
157	Summon Primary Portal I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
158	Summon Primary Portal II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
159	Regeneration Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
160	Regeneration Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
161	Regeneration Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
162	Regeneration Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
163	Regeneration Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
164	Regeneration Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
165	Regeneration Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
166	Regeneration Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
167	Regeneration Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
168	Regeneration Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
169	Regeneration Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
170	Regeneration Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
171	Fester Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
172	Fester Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
173	Fester Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
174	Fester Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
175	Fester Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
176	Fester Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
178	Fester Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
179	Fester Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
180	Fester Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
181	Fester Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
182	Fester Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
183	Fester Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
184	Rejuvenation Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
185	Rejuvenation Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
186	Rejuvenation Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
187	Rejuvenation Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
188	Rejuvenation Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
189	Rejuvenation Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
190	Rejuvenation Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
191	Rejuvenation Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
192	Rejuvenation Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
193	Rejuvenation Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
194	Exhaustion Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
195	Exhaustion Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
196	Exhaustion Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
197	Exhaustion Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
198	Exhaustion Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
199	Exhaustion Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
200	Exhaustion Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
201	Exhaustion Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
202	Exhaustion Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
203	Exhaustion Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
204	Exhaustion Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
205	Exhaustion Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
206	Mana Renewal Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
207	Mana Renewal Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
208	Mana Renewal Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
209	Mana Renewal Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
210	Mana Renewal Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
211	Mana Renewal Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
212	Mana Renewal Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
213	Mana Renewal Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
214	Mana Renewal Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
215	Mana Renewal Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
216	Mana Renewal Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
217	Mana Renewal Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
218	Mana Depletion Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
219	Mana Depletion Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
220	Mana Depletion Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
221	Mana Depletion Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
222	Mana Depletion Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
223	Mana Depletion Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
224	Mana Depletion Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
225	Mana Depletion Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
226	Mana Depletion Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
227	Mana Depletion Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
228	Mana Depletion Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
229	Mana Depletion Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
230	Vulnerability Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
231	Vulnerability Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
232	Vulnerability Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
233	Vulnerability Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
234	Vulnerability Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
235	Vulnerability Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
236	Vulnerability Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
237	Vulnerability Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
238	Vulnerability Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
239	Vulnerability Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
240	Invulnerability Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
241	Invulnerability Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
242	Invulnerability Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
243	Invulnerability Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
244	Invulnerability Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
245	Invulnerability Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
246	Invulnerability Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
247	Invulnerability Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
248	Invulnerability Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
249	Invulnerability Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
250	Impregnability Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
251	Impregnability Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
252	Impregnability Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
253	Impregnability Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
254	Impregnability Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
255	Impregnability Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
256	Impregnability Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
257	Impregnability Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
258	Impregnability Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
259	Impregnability Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
260	Impregnability Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
261	Impregnability Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
262	Defenselessness Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
263	Defenselessness Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
264	Defenselessness Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
265	Defenselessness Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
266	Defenselessness Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
267	Defenselessness Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
268	Magic Resistance Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
269	Magic Resistance Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
270	Magic Resistance Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
271	Magic Resistance Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
272	Magic Resistance Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
273	Magic Resistance Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
274	Magic Resistance Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
275	Magic Resistance Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
276	Magic Resistance Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
277	Magic Resistance Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
278	Magic Resistance Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
279	Magic Resistance Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
280	Magic Yield Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
281	Magic Yield Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
282	Magic Yield Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
283	Magic Yield Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
284	Magic Yield Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
285	Magic Yield Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
286	Magic Yield Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
287	Magic Yield Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
288	Magic Yield Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
289	Magic Yield Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
290	Magic Yield Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
291	Magic Yield Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
292	Light Weapon Mastery Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
293	Light Weapon Mastery Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
294	Light Weapon Mastery Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
295	Light Weapon Mastery Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
296	Light Weapon Mastery Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
297	Light Weapon Mastery Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
298	Light Weapon Mastery Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
299	Light Weapon Mastery Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
300	Light Weapon Mastery Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
301	Light Weapon Mastery Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
302	Light Weapon Mastery Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
303	Light Weapon Mastery Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
304	Light Weapon Ineptitude Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
305	Light Weapon Ineptitude Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
306	Light Weapon Ineptitude Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
307	Light Weapon Ineptitude Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
308	Light Weapon Ineptitude Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
309	Light Weapon Ineptitude Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
310	Light Weapon Ineptitude Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
311	Light Weapon Ineptitude Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
312	Light Weapon Ineptitude Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
313	Light Weapon Ineptitude Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
314	Light Weapon Ineptitude Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
315	Light Weapon Ineptitude Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
316	Finesse Weapon Mastery Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
317	Finesse Weapon Mastery Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
318	Finesse Weapon Mastery Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
319	Finesse Weapon Mastery Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
320	Finesse Weapon Mastery Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
321	Finesse Weapon Mastery Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
322	Finesse Weapon Mastery Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
323	Finesse Weapon Mastery Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
324	Finesse Weapon Mastery Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
325	Finesse Weapon Mastery Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
326	Finesse Weapon Mastery Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
327	Finesse Weapon Mastery Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
328	Finesse Weapon Ineptitude Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
329	Finesse Weapon Ineptitude Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
330	Finesse Weapon Ineptitude Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
331	Finesse Weapon Ineptitude Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
332	Finesse Weapon Ineptitude Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
333	Finesse Weapon Ineptitude Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
334	Finesse Weapon Ineptitude Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
335	Finesse Weapon Ineptitude Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
336	Finesse Weapon Ineptitude Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
337	Finesse Weapon Ineptitude Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
338	Finesse Weapon Ineptitude Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
339	Finesse Weapon Ineptitude Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
340	Light Weapon Mastery Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
341	Light Weapon Mastery Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
342	Light Weapon Mastery Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
343	Light Weapon Mastery Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
