470	1
471	3
475	2
476	1
477	1
478	2
485	1
486	2
487	21
488	22
489	22
490	4
495	2
496	6
499	2
500	1
501	1
502	2
509	1
510	2
511	10
512	11
513	11
514	6
515	9
517	30
518	83
519	19
520	107
521	2
522	2
523	12
524	24
525	45
526	99
533	1
534	2
535	4
536	3
537	5
538	4
541	1
543	1
547	2
558	2
559	4
560	19
561	4
562	5
563	5
564	1
565	2
566	5
567	3
568	15
571	12
572	2
573	7
574	22
582	1
583	3
584	19
585	8
586	6
587	5
588	1
589	1
590	5
591	3
592	13
595	12
606	10
607	4
608	39
609	20
610	5
611	5
612	1
613	1
614	5
615	8
616	20
623	4
624	4
625	13
626	20
627	45
628	73
630	1
631	1
632	18
634	12
635	5
636	1
637	1
638	5
639	7
640	23
649	12
650	8
651	25
652	42
654	9
655	21
656	42
657	34
658	29
659	2
660	1
661	1
662	1
663	8
664	33
676	1
677	3
680	1
681	4
682	3
683	3
684	1
685	2
686	2
687	2
688	4
689	4
700	2
701	1
705	1
706	2
707	2
708	1
709	2
710	3
711	2
712	3
713	4
730	1
732	1
733	2
734	3
735	3
736	2
737	4
754	1
756	1
757	2
758	3
759	3
760	2
761	4
778	1
780	1
781	2
782	2
783	4
784	2
785	4
802	1
804	1
805	1
806	1
807	1
808	1
809	2
810	3
818	1
828	1
830	1
831	1
832	1
833	2
834	1
835	2
836	7
849	8
854	2
856	1
857	1
858	1
859	2
860	1
861	2
876	1
877	1
878	1
879	3
880	1
881	1
882	1
883	2
884	2
885	6
894	2
895	3
896	2
897	12
902	2
903	1
904	1
905	4
906	2
907	2
908	14
909	9
926	1
928	1
929	1
930	1
931	1
932	1
933	2
949	1
950	1
951	3
952	1
953	2
954	4
955	4
956	3
957	29
969	1
970	2
975	2
976	1
977	1
978	1
979	1
980	2
981	2
982	3
984	4
985	2
987	3
988	1
989	3
990	2
991	1
992	10
993	4
995	2
1002	3
1004	4
1005	1
1014	1
1020	1
1021	9
1022	31
1023	57
1024	1
1025	3
1026	9
1027	9
1028	10
1029	6
1030	12
1031	1
1032	32
1033	84
1034	16
1035	87
1037	1
1038	6
1039	9
1040	11
1041	3
1048	1
1049	2
1050	18
1051	27
1052	51
1053	135
1060	3
1061	4
1062	6
1063	16
1064	42
1065	140
1066	3
1067	2
1068	25
1069	86
1070	13
1071	85
1073	1
1074	6
1075	7
1076	9
1077	80
1084	9
1085	5
1086	50
1087	21
1088	46
1089	153
1090	6
1091	37
1092	95
1093	42
1094	113
1095	10
1096	80
1097	9
1104	5
1105	10
1106	24
1107	57
1108	130
1109	1
1110	1
1111	7
1112	9
1113	24
1114	59
1115	1
1116	4
1117	10
1118	8
1119	11
1120	9
1127	1
1128	2
1129	15
1130	16
1131	45
1132	142
1135	6
1136	10
1137	24
1138	57
1139	1
1140	3
1141	10
1142	10
1143	11
1144	14
1152	3
1153	13
1154	19
1155	39
1156	114
1157	48
1158	118
1159	170
1160	237
1161	220
1162	1
1172	30
1173	55
1174	102
1175	104
1176	82
1180	3
1193	3
1195	12
1196	25
1197	47
1198	66
1199	49
1200	52
1219	6
1220	10
1221	6
1222	39
1223	42
1224	10
1237	81
1238	22
1239	78
1240	163
1241	210
1242	219
1249	31
1250	12
1251	45
1252	54
1253	48
1254	61
1260	29
1261	18
1262	60
1263	84
1264	59
1265	102
1279	4
1280	14
1284	3
1291	5
1292	19
1293	10
1294	13
1295	26
1302	2
1308	9
1309	37
1310	69
1311	106
1312	144
1313	5
1314	12
1315	9
1316	13
1317	12
1323	3
1324	21
1325	69
1326	104
1327	189
1328	14
1329	73
1330	48
1331	77
1332	26
1333	2
1334	13
1335	18
1336	16
1337	65
1339	3
1340	47
1341	62
1342	96
1343	109
1350	8
1351	62
1352	25
1353	44
1354	9
1355	1
1356	2
1357	14
1358	21
1359	43
1360	21
1367	13
1368	7
1369	53
1370	53
1371	46
1372	80
1373	2
1374	6
1375	72
1376	30
1377	49
1378	22
1379	1
1380	2
1381	13
1382	14
1383	16
1384	133
1391	8
1392	3
1393	47
1394	64
1395	73
1396	44
1397	5
1398	7
1399	71
1400	55
1401	69
1402	13
1403	1
1404	2
1405	14
1406	26
1407	13
1408	14
1415	20
1416	13
1417	64
1418	92
1419	112
1420	90
1422	5
1423	10
1424	13
1425	15
1426	22
1427	2
1428	3
1429	12
1430	12
1431	16
1432	19
1433	1
1436	3
1439	9
1440	2
1441	32
1442	36
1443	53
1444	65
1446	5
1447	10
1448	13
1449	14
1450	18
1451	18
1452	2
1453	26
1454	10
1455	15
1456	13
1460	1
1463	10
1464	3
1465	24
1466	55
1467	73
1468	70
1472	1
1473	2
1477	2
1478	2
1479	2
1480	11
1481	9
1482	24
1483	28
1484	43
1485	71
1486	40
1489	4
1490	2
1491	5
1492	1
1495	6
1496	9
1497	1
1498	10
1506	2
1513	6
1514	6
1516	7
1518	1
1519	3
1525	8
1526	8
1527	2
1528	11
1536	2
1537	6
1538	9
1539	1
1540	11
1548	2
1549	8
1550	8
1551	2
1552	9
1554	6
1555	9
1556	5
1557	1
1559	6
1560	8
1561	1
1562	8
1571	8
1572	8
1574	8
1588	6
1589	172
1590	218
1591	159
1592	214
1595	1
1596	7
1597	3
1601	2
1602	131
1603	168
1604	155
1605	257
1608	5
1609	14
1610	2
1611	14
1612	17
1613	297
1614	321
1615	296
1616	550
1618	7
1619	12
1620	8
1621	7
1623	27
1624	167
1625	229
1626	125
1627	165
1630	5
1631	9
1632	8
1633	7
1635	1
1658	5
1665	5
1666	21
1667	9
1668	23
1669	24
1670	3
1677	5
1678	19
1679	10
1680	23
1681	23
1702	6
1703	11
1704	12
1705	4
1709	1
1710	1
1711	2
1712	1
1713	2
1714	2
1733	1
1734	1
1735	1
1736	1
1737	1
1738	2
1757	1
1758	1
1759	1
1760	1
1761	2
1762	3
1782	2
1783	51
1784	75
1785	132
1786	30
1787	60
1788	83
1789	11
1792	2
1793	4
1794	10
1795	17
1797	1
1798	6
1799	6
1800	12
1801	22
1806	1
1807	4
1808	1
1810	7
1811	3
1812	7
1813	14
1814	1
1815	1
1816	6
1817	9
1818	7
1819	14
1825	7
1829	4
1830	16
1831	16
1832	4
1834	2
1835	6
1836	1
1839	19
1840	49
1841	45
1842	41
1843	24
1844	5
1845	3
1846	21
1866	1
1876	2
1877	1
1878	1
1882	9
1913	1
1961	2
1980	6
1985	23
1986	1
1991	1
1996	1
1997	12
2003	3
2004	35
2005	7
2006	2
2007	4
2008	6
2009	7
2010	3
2011	7
2012	10
2013	13
2014	13
2015	3
2016	1
2017	3
2018	1
2020	1
2021	2
2022	11
2024	1
2025	1
2026	3
2029	4
2030	2
2031	2
2032	2
2033	2
2035	3
2036	2
2037	2
2039	10
2041	1
2042	21
2043	3
2044	2
2045	1
2046	1
2047	1
2048	2
2049	1
2052	7
2053	103
2054	64
2056	87
2058	23
2059	62
2060	18
2061	35
2062	14
2064	26
2066	10
2067	16
2068	47
2070	37
2072	1
2073	86
2074	454
2078	6
2080	9
2081	32
2084	92
2086	14
2087	52
2088	108
2090	6
2091	11
2092	29
2094	27
2096	402
2097	4
2098	27
2099	5
2100	2
2101	391
2102	29
2104	28
2105	2
2106	254
2108	136
2109	4
2110	27
2112	3
2113	29
2116	360
2117	37
2120	23
2121	32
2122	144
2123	37
2124	13
2125	40
2126	9
2127	25
2128	212
2129	66
2130	62
2131	15
2132	135
2133	26
2134	22
2135	44
2136	209
2137	63
2138	57
2139	36
2140	179
2141	67
2142	32
2143	6
2144	113
2145	8
2146	155
2147	28
2148	8
2149	49
2150	2
2151	23
2152	2
2153	23
2154	2
2155	75
2156	3
2157	53
2158	3
2159	59
2160	3
2161	23
2162	123
2164	181
2166	84
2168	204
2170	229
2172	140
2174	119
2176	50
2178	51
2180	9
2182	6
2183	4
2184	4
2185	12
2186	1
2187	3
2190	4
2194	2
2195	2
2196	2
2197	2
2202	7
2203	4
2206	16
2207	3
2210	2
2211	1
2212	13
2214	4
2215	2
2218	2
2219	1
2222	4
2223	1
2226	4
2227	4
2228	71
2232	2
2233	2
2236	2
2238	11
2240	5
2242	10
2243	10
2244	21
2245	20
2248	4
2249	4
2250	2
2251	1
2256	3
2257	3
2258	1
2262	5
2263	1
2264	32
2266	9
2267	2
2270	2
2274	2
2276	3
2280	17
2281	51
2282	87
2286	8
2287	35
2288	2
2292	2
2298	3
2300	3
2301	3
2304	2
2308	5
2309	2
2312	2
2315	2
2318	170
2320	15
2322	9
2324	2
2325	1
2328	142
2329	43
2330	16
2346	1
2347	1
2349	27
2350	53
2351	53
2352	53
2353	53
2354	18
2355	18
2356	18
2369	1
2370	3
2371	4
2372	3
2373	1
2374	1
2375	1
2376	6
2377	8
2378	8
2379	6
2380	8
2381	6
2382	2
2384	2
2385	6
2386	5
2387	3
2388	3
2389	3
2390	3
2391	3
2392	3
2396	1
2397	1
2404	9
2405	9
2406	9
2407	9
2408	9
2409	9
2410	9
2411	2
2415	6
2416	2
2417	2
2419	1
2421	2
2423	2
2426	2
2428	7
2429	7
2430	7
2436	1
2437	19
2438	55
2439	20
2440	23
2441	59
2442	22
2443	22
2444	65
2445	22
2446	23
2447	44
2448	37
2449	22
2450	50
2451	38
2452	20
2453	40
2454	35
2455	2
2456	8
2457	2
2458	6
2459	15
2460	6
2462	3
2465	3
2468	3
2470	22
2471	59
2472	22
2473	22
2474	59
2475	23
2486	3
2487	4
2488	2
2501	4
2502	2
2503	3
2504	38
2505	51
2506	4
2507	4
2508	2
2509	47
2510	4
2511	4
2512	4
2513	6
2514	8
2515	7
2516	4
2517	3
2518	4
2519	3
2520	6
2521	3
2522	8
2523	3
2524	7
2525	8
2526	2
2527	2
2528	2
2529	5
2530	2
2531	43
2532	2
2533	2
2534	35
2535	3
2536	3
2537	3
2538	5
2539	18
2540	29
2541	2
2542	6
2543	13
2544	30
2545	3
2546	4
2547	5
2548	4
2549	5
2550	11
2551	4
2552	3
2553	3
2554	5
2555	3
2556	2
2557	19
2558	3
2559	8
2560	16
2561	2
2562	2
2563	12
2564	3
2565	15
2566	32
2567	14
2568	14
2569	9
2570	3
2571	18
2572	22
2573	10
2574	13
2575	13
2576	20
2577	7
2578	9
2579	52
2580	13
2581	32
2582	15
2583	48
2584	19
2585	1
2586	41
2589	1
2590	1
2592	6
2595	1
2597	1
2598	59
2599	1
2600	2
2601	1
2602	1
2603	7
2604	10
2605	1
2606	1
2607	1
2609	19
2610	14
2611	22
2612	17
2613	15
2614	17
2615	15
2616	11
2617	4
2618	15
2619	16
2620	4
2621	4
2622	10
2623	10
2624	10
2625	11
2626	2
2627	4
2628	2
2629	2
2630	1
2637	1
2638	4
2639	1
2640	1
2641	3
2642	2
2643	1
2645	1
2653	2
2654	3
2655	2
2656	2
2657	2
2658	2
2659	13
2660	9
2661	15
2662	11
2663	13
2664	11
2665	13
2666	6
2667	1
2668	54
2669	54
2670	54
2672	1
2673	1
2674	1
2675	12
2676	14
2677	13
2678	14
2679	12
2680	12
2681	12
2682	13
2683	15
2684	12
2685	13
2686	36
2687	28
2688	16
2689	44
2690	14
2691	15
2692	14
2693	15
2694	42
2695	16
2696	16
2697	3
2698	3
2699	8
2700	8
2701	9
2702	8
2703	8
2704	7
2705	5
2706	5
2708	18
2710	24
2714	2
2715	6
2716	11
2717	25
2721	1
2722	3
2723	7
2724	12
2728	6
2729	3
2730	13
2731	31
2735	6
2736	6
2737	18
2738	26
2742	1
2743	3
2744	13
2745	85
2750	1
2751	6
2752	5
2755	2
2756	2
2757	12
2758	12
2759	14
2761	2
2762	7
2763	5
2764	18
2765	12
2766	1
2772	1
2787	1
2788	11
2789	2
2790	6
2791	1
2792	1
2793	1
2794	1
2809	3
2810	5
2811	11
2812	13
2937	6
2938	10
2946	4
2948	24
2949	2
2950	1
2958	3
2959	6
2960	35
2961	35
2962	35
2966	12
2969	1
2975	5
2985	1
2986	1
2987	1
2992	22
2993	1
2994	13
2995	1
2996	15
2997	1
2999	1
3000	3
3001	2
3002	1
3003	1
3004	2
3005	3
3006	3
3007	3
3008	2
3009	1
3010	1
3011	1
3012	1
3013	1
3014	1
3015	1
3016	1
3025	1
3034	2
3035	1
3037	5
3038	5
3041	1
3042	8
3043	19
3044	1
3045	1
3046	1
3048	1
3049	1
3050	1
3051	7
3052	3
3053	8
3055	1
3056	2
3057	1
3058	3
3059	4
3060	25
3061	15
3062	1
3063	1
3064	1
3065	1
3067	2
3069	1
3070	1
3074	1
3075	1
3076	1
3077	1
3078	1
3079	9
3080	3
3081	3
3082	3
3083	3
3084	3
3085	1
3086	1
3087	1
3088	1
3089	1
3090	1
3091	6
3092	3
3093	3
3094	22
3107	1
3108	9
3109	12
3110	19
3111	9
3112	16
3113	1
3114	1
3115	1
3116	1
3117	1
3118	1
3119	5
3120	1
3121	1
3124	7
3125	7
3126	36
3152	1
3153	1
3154	3
3180	10
3185	1
3197	3
3200	2
3204	1
3210	3
3211	2
3212	3
3213	3
3214	3
3215	3
3217	2
3218	2
3219	4
3220	2
3221	2
3222	4
3223	2
3224	2
3225	4
3226	4
3227	4
3228	8
3229	2
3230	2
3231	3
3232	2
3233	2
3234	4
3237	2
3239	1
3240	1
3242	2
3243	1
3246	1
3247	1
3248	1
3249	1
3250	5
3251	13
3257	2
3258	6
3259	36
3270	1
3271	1
3272	1
3273	1
3274	1
3275	1
3276	1
3277	1
3278	1
3290	1
3291	1
3292	1
3293	1
3294	1
3295	1
3296	1
3297	1
3298	1
3299	1
3300	1
3301	1
3302	1
3303	1
3304	1
3305	1
3306	1
3307	1
3308	3
3309	1
3310	1
3311	3
3312	2
3313	2
3361	2
3362	1
3363	1
3364	1
3365	1
3366	1
3367	1
3368	1
3369	1
3370	1
3371	4
3372	8
3373	9
3375	10
3376	1
3377	1
3378	2
3381	8
3382	9
3383	10
3404	1
3405	1
3407	1
3408	1
3409	1
3410	1
3426	9
3427	1
3428	1
3430	1
3431	1
3432	3
3434	1
3435	1
3436	1
3437	1
3438	1
3439	8
3443	7
3444	7
3445	7
3446	7
3450	7
3451	7
3452	7
3455	7
3456	7
3457	7
3458	7
3459	7
3460	8
3461	7
3462	20
3463	18
3464	18
3468	7
3503	1
3507	1
3508	1
3509	2
3510	1
3511	2
3530	1
3531	1
3533	1
3567	1
3568	1
3572	6
3573	6
3574	6
3575	5
3576	6
3577	6
3636	1
3637	1
3638	1
3639	1
3640	1
3641	1
3642	1
3643	1
3648	1
3651	1
3652	1
3745	1
3746	3
3747	1
3761	2
3789	1
3800	1
3801	2
3802	2
3804	1
3807	1
3809	1
3810	1
3811	1
3817	1
3819	2
3820	2
3821	1
3822	1
3823	1
3824	1
3827	1
3848	2
3849	2
3851	5
3852	5
3853	5
3854	5
3862	1
3863	1
3864	1
3866	2
3870	6
3871	2
3872	3
3876	1
3877	17
3878	31
3879	23
3880	8
3881	21
3882	62
3883	18
3884	22
3885	18
3886	23
3894	2
3895	2
3896	2
3897	2
3901	1
3902	1
3903	1
3904	17
3905	7
3906	2
3907	2
3908	27
3909	9
3910	5
3913	1
3914	10
3915	1
3916	16
3927	9
3928	1
3931	1
3933	1
3935	1
3936	7
3937	2
3938	1
3939	6
3940	19
3941	12
3946	10
3947	9
3948	19
3949	8
3950	11
3951	8
3952	9
3955	2
3962	1
3963	35
3964	15
3965	33
3969	7
3970	9
3972	6
3973	6
3974	10
3975	1
3977	2
3978	3
3979	3
3980	1
3981	4
3982	4
3983	4
3985	2
3987	1
3988	1
3989	48
3990	1
3993	1
3995	1
3997	18
3999	1
4006	1
4007	4
4010	2
4011	1
4015	1
4017	72
4018	14
4019	14
4020	1
4021	2
4025	2
4026	1
4027	1
4059	3
4060	2
4061	2
4062	14
4068	1
4070	3
4071	2
4072	3
4073	2
4074	2
4075	2
4076	2
4077	3
4081	3
4082	1
4086	2
4088	3
4089	1
4090	1
4091	2
4092	1
4093	1
4094	1
4095	1
4096	3
4101	2
4102	2
4108	1
4109	1
4110	2
4112	1
4114	1
4115	1
4116	1
4124	1
4125	1
4126	1
4169	1
4170	1
4171	1
4172	1
4173	1
4174	1
4175	1
4199	1
4201	1
4215	1
4217	1
4226	20
4227	13
4231	1
4232	4
4256	1
4257	1
4258	1
4259	1
4260	1
4261	1
4262	1
4263	1
4265	1
4266	1
4267	1
4268	1
4269	1
4270	1
4271	1
4272	1
4274	1
4275	1
4276	1
4280	1
4281	1
4290	2
4291	6
4292	10
4294	3
4296	2
4297	16
4298	2
4299	12
4300	10
4302	32
4304	4
4305	6
4306	3
4308	17
4311	8
4312	155
4316	2
4318	1
4319	11
4322	29
4324	1
4325	15
4326	10
4328	3
4329	7
4331	7
4334	1
4347	2
4391	15
4393	14
4394	1
4395	120
4396	8
4397	14
4400	86
4401	14
4403	14
4405	72
4407	66
4408	6
4409	15
4411	13
4412	14
4414	5
4415	2
4417	78
4421	31
4422	37
4423	44
4424	34
4425	27
4426	30
4427	11
4428	3
4429	1
4431	25
4432	15
4433	65
4434	21
4435	30
4436	59
4437	2
4438	21
4439	101
4440	9
4441	50
4442	35
4443	64
4444	24
4445	14
4446	34
4447	123
4448	8
4449	26
4450	48
4451	134
4452	12
4453	55
4454	2
4455	20
4456	3
4457	59
4458	5
4459	5
4460	9
4461	2
4462	2
4463	1
4464	5
4465	5
4466	6
4467	4
4468	11
4469	5
4470	7
4471	3
4472	2
4473	54
4475	87
4477	43
4479	40
4481	82
4483	141
4485	36
4487	46
4489	55
4491	3
4493	5
4494	7
4495	3
4496	10
4497	2
4498	19
4505	1
4506	2
4509	2
4510	2
4511	1
4512	2
4517	5
4518	16
4521	5
4522	16
4525	1
4526	4
4527	8
4529	2
4530	2
4533	1
4537	5
4538	21
4541	1
4542	4
4543	7
4547	1
4548	6
4551	1
4552	1
4553	2
4555	1
4556	2
4557	3
4558	6
4559	3
4560	14
4563	2
4564	2
4565	1
4566	2
4571	1
4572	3
4573	3
4576	2
4577	2
4578	4
4579	9
4581	4
4582	7
4585	1
4586	1
4589	1
4590	2
4591	1
4592	2
4595	3
4596	14
4597	30
4598	2
4601	7
4602	12
4603	1
4604	2
4607	1
4608	3
4613	1
4615	1
4616	5
4619	1
4623	4
4624	31
4627	1
4628	3
4630	1
4633	77
4635	10
4637	7
4638	4
4639	1
4640	3
4643	44
4644	18
4645	17
4661	87
4663	5
4666	9
4667	3
4670	6
4672	2
4673	4
4675	7
4676	5
4677	2
4678	1
4679	2
4680	6
4681	6
4682	23
4683	1
4684	4
4685	2
4686	18
4687	5
4688	3
4691	25
4692	5
4694	5
4695	7
4696	7
4697	3
4698	2
4699	1
4700	6
4703	2
4704	7
4705	18
4710	8
4711	2
4712	27
4713	11
4714	4
4715	5
4716	1
4733	1
4737	1
4741	1
4742	1
4745	1
4749	1
4753	1
4759	1
4763	1
4767	1
4771	1
4775	1
4779	1
4783	1
4787	1
4827	1
4853	1
4861	1
4865	1
4895	1
4904	1
4906	1
4911	8
4912	3
4926	1
4965	1
4968	1
4971	1
4972	1
4973	1
4974	2
4979	1
4980	1
4982	1
4983	1
4984	1
4985	1
4986	2
5009	1
5011	5
5032	5
5034	5
5060	1
5070	34
5072	5
5074	11
5095	1
5096	10
5097	2
5098	10
5110	8
5114	1
5122	1
5127	1
5132	1
5140	1
5141	1
5143	1
5146	3
5149	3
5150	3
5152	1
5154	1
5183	12
5187	1
5197	1
5338	14
5344	25
5348	1
5355	26
5356	23
5361	5
5367	28
5368	18
5370	2
5371	1
5377	27
5378	13
5379	1
5385	27
5386	12
5392	25
5393	1
5394	22
5401	28
5402	20
5407	1
5408	1
5409	1
5410	3
5418	5
5427	1
5429	1
5430	4
5434	1
5437	1
5438	2
5439	2
5440	2
5442	2
5444	2
5446	2
5451	1
5522	2
5530	2
5531	16
5532	29
5535	18
5542	5
5543	5
5551	2
5652	1
5667	1
5682	1
5732	8
5742	1
5747	1
5753	1
5775	1
5776	1
5778	1
5786	8
5799	1
5800	1
5802	1
5823	1
5824	1
5826	1
5834	8
5842	12
5847	1
5848	1
5849	1
5850	1
5871	1
5872	1
5873	1
5874	1
5883	1
5884	21
5885	1
5886	1
5887	1
5892	1
5894	1
5895	1
5896	1
5949	8
5957	8
5967	9
5968	9
5969	12
5970	9
5971	9
5972	10
5980	3
5981	3
5988	1
5989	1
5995	1
5996	2
6004	1
6006	12
6014	12
6022	2
6029	1
6035	2
6036	1
6037	1
6043	6
6044	9
6046	2
6047	7
6049	8
6051	4
6053	1
6054	7
6055	7
6056	1
6059	2
6060	5
6063	6
6064	5
6067	8
6070	1
6072	8
6073	12
6074	4
6075	6
6076	1
6077	1
6078	1
6079	3
6080	2
6081	1
6082	3
6083	2
6084	3
6085	2
6086	2
6087	12
6089	22
6091	20
6094	12
6095	13
6098	2
6101	4
6102	1
6103	2
6104	2
6105	4
6106	2
6107	1
6123	1
6125	1
6142	1
6145	1
6152	1
6153	1
6159	4
6160	9
6162	6
6163	6
6167	1
6170	1
6171	1
6172	1
6176	1
6190	10
6192	2
6193	7
6194	2
6198	11
6199	3
6230	8
6235	1
6240	8
6245	1
6250	1
6255	8
6260	1
6265	1
6270	1
6275	1
6280	1
6285	1
6290	1
6295	1
6299	1
6305	1
6310	1
6329	1
6331	1
6333	1
6335	1
6337	1
